id,split,text,label,label_name
RD-00035,train,眼保健操可改善眼部血液循环但非治近视手段,0,非谣言
RD-00036,train,味精不致癌,0,非谣言
RD-00037,train,打疫苗会影响智力发育,1,谣言
RD-00038,train,清晨做广播操能排出体内湿气,1,谣言
RD-00039,train,心理疾病能通过锻炼治愈,1,谣言
RD-00040,train,出汗是水分流失，不等于脂肪减少,0,非谣言
RD-00041,train,睡太久脑子会变迟钝,1,谣言
RD-00042,train,疫苗注射后记忆力变差,1,谣言
RD-00043,train,跳绳10分钟等于跑步半小时,1,谣言
RD-00044,train,不打疫苗的人易感染传播疾病危害他人,0,非谣言
RD-00045,train,泡脚时间并非越长越好,0,非谣言
RD-00046,train,长时间桑拿可能导致脱水并非排毒,0,非谣言
RD-00047,train,怀孕早期同房会导致胎儿畸形,1,谣言
RD-00048,train,食材种类多样化比追求单一神效更重要,0,非谣言
RD-00049,train,狂犬病预防需及时接种疫苗,0,非谣言
RD-00050,train,疫苗能使机体产生特异性抗体预防感染,0,非谣言
RD-00051,train,刮痧越出痧代表病越重,1,谣言
RD-00052,train,锻炼过度不利于恢复和健康,0,非谣言
RD-00053,train,所有慢性病都能靠调理根治,1,谣言
RD-00054,train,指甲月牙多才健康,1,谣言
RD-00055,train,部分无糖产品可能添加较多油脂，因此仍属于高能量食品，过量食用可能导致肥胖,0,非谣言
RD-00056,train,HPV疫苗会让人不孕,1,谣言
RD-00057,train,多吃蛋黄补脑,1,谣言
RD-00058,train,喝酵素就能清肠减肥,1,谣言
RD-00059,train,饮食结构对癌症风险有影响但不能完全预防,0,非谣言
RD-00060,train,疫苗是人工疾病的源头,1,谣言
RD-00061,train,内脏脂肪减少需整体生活方式改变,0,非谣言
RD-00062,train,孕妇不能接种任何疫苗,1,谣言
RD-00063,train,每天固定时间起床伤身体,1,谣言
RD-00064,train,癌症复发与肿瘤特性及个体差异有关,0,非谣言
RD-00065,train,长期近距离用眼是近视的主要诱因之一,0,非谣言
RD-00066,train,眼镜配戴不会导致眼睛“变懒”,0,非谣言
RD-00067,train,用银饰能检测食物是否有毒,1,谣言
RD-00068,train,咳嗽可能是多种疾病表现需评估传染性,0,非谣言
RD-00069,train,减肥,0,非谣言
RD-00070,train,体重不降说明运动无效,1,谣言
RD-00071,train,男人射精越多越容易秃头,1,谣言
RD-00072,train,量子美容可以除皱抗衰,1,谣言
RD-00073,train,接种疫苗是个人与公共健康责任的体现,0,非谣言
RD-00074,train,中医中的“补肾”需明确具体证型,0,非谣言
RD-00075,train,心态好就不会有心理疾病,1,谣言
RD-00076,train,不食用野生蘑菇和野生植物等，以免引发食物中毒。,0,非谣言
RD-00077,train,消毒剂严禁饮用,0,非谣言
RD-00078,train,吃韭菜可壮阳治疗阳痿,1,谣言
RD-00079,train,胎动越多说明越健康,1,谣言
RD-00080,train,睡眠不足会影响专注力判断力与记忆力,0,非谣言
RD-00081,train,煎中药器皿应避免铝铁但不必迷信砂锅,0,非谣言
RD-00082,train,痛风治疗目标是控制血尿酸水平,0,非谣言
RD-00083,train,吃得慢有助提升饱腹感减少总摄入,0,非谣言
RD-00084,train,. 吃芹菜不能降血压。,0,非谣言
RD-00085,train,血脂升高并不是要少吃肉,0,非谣言
RD-00086,train,咀嚼越快摄入越少,1,谣言
RD-00087,train,无发热者也可能为传染源,0,非谣言
RD-00088,train,心理疾病并非装出来也非可耻之事,0,非谣言
RD-00089,train,刷牙时间不是越长越好,0,非谣言
RD-00090,train,心理疾病评估需考虑时间持续性和功能影响,0,非谣言
RD-00091,train,避孕药会导致月经不调一辈子,1,谣言
RD-00092,train,勤洗手比消毒手更重要,0,非谣言
RD-00093,train,刮痧出痧越多病越重,1,谣言
RD-00094,train,自慰不会导致阳痿如适度无害,0,非谣言
RD-00095,train,阳虚就必须吃羊肉和鹿茸,1,谣言
RD-00096,train,精子数量非唯一性能力指标,0,非谣言
RD-00097,train,适量饮酒没好处,0,非谣言
RD-00098,train,癌症是“想多了”造成的,1,谣言
RD-00099,train,摄入含铁食物有助提升运动能力,0,非谣言
RD-00100,train,心理问题根本不需要重视,1,谣言
RD-00101,train,肌肉酸痛是适应过程但非锻炼效果唯一指标,0,非谣言
RD-00102,train,拔智齿能瘦脸,1,谣言
RD-00103,train,肌肉不会变成脂肪，结构完全不同,0,非谣言
RD-00104,train,吃鱼眼不能明目,0,非谣言
RD-00105,train,月经不规律就是怀孕征兆,1,谣言
RD-00106,train,红豆薏米水能祛湿减肥,1,谣言
RD-00107,train,慢性病管理包括饮食运动心理和用药综合措施,0,非谣言
RD-00108,train,酸奶空腹喝对肠胃最好,1,谣言
RD-00109,train,远眺能缓解近距离用眼带来的调节疲劳,0,非谣言
RD-00110,train,调理妇科疾病需排除器质性病变后辨证施治,0,非谣言
RD-00111,train,老人手抖就是帕金森,1,谣言
RD-00112,train,疫苗不会破坏免疫系统而是增强其反应能力,0,非谣言
RD-00113,train,阳性不等于重症需综合评估,0,非谣言
RD-00114,train,晚饭吃得早就不会胖,1,谣言
RD-00115,train,戴合适眼镜能减缓近视发展,0,非谣言
RD-00116,train,心理疾病也可通过教育和科普减少误解,0,非谣言
RD-00117,train,手掌颜色能看五脏功能,1,谣言
RD-00118,train,禽流感病毒无法通过熟鸡蛋传播,0,非谣言
RD-00119,train,吃香蕉通便但不能空腹,1,谣言
RD-00120,train,深度睡眠占整个睡眠时间的20%左右,0,非谣言
RD-00121,train,常剃毛会让毛变粗,1,谣言
RD-00122,train,心脏病人应在医生指导下进行康复运动,0,非谣言
RD-00123,train,一次感染不代表终身免疫,0,非谣言
RD-00124,train,经络通了就百病不生,1,谣言
RD-00125,train,过午不食最能控制体重,1,谣言
RD-00126,train,儿童视力问题需早发现早干预,0,非谣言
RD-00127,train,不吃零食就是科学减肥,1,谣言
RD-00128,train,大蒜生吃才杀菌,1,谣言
RD-00129,train,每天喝五谷杂粮粉可强身健体,1,谣言
RD-00130,train,力量训练不会让肌肉变“硬块”,0,非谣言
RD-00131,train,得了心理病就是疯了,1,谣言
RD-00132,train,新冠后遗症都是心理作用,1,谣言
RD-00133,train,接种疫苗后容易感染其他疾病,1,谣言
RD-00134,train,心理疾病治不好,1,谣言
RD-00135,train,疫苗里的微芯片会追踪人,1,谣言
RD-00136,train,不打疫苗孩子更聪明,1,谣言
RD-00137,train,零食应合理选择非完全禁止,0,非谣言
RD-00138,train,规律的生物钟有助荷尔蒙稳定,0,非谣言
RD-00139,train,长期佩戴隐形眼镜需注意卫生和角膜健康,0,非谣言
RD-00140,train,"并非运动达到一定心率才可以开始燃脂脂肪的消耗受到多种因素的影响,包括运动的类型、强度和持续时间,以及个人的体能状况和运动经验。运动的每一秒都在燃烧脂肪,只是消耗不同类型供能物质(糖、脂肪、蛋白质)的比例不同。",0,非谣言
RD-00141,train,心理疾病可能影响决策但可通过支持缓解,0,非谣言
RD-00142,train,睡前焦虑、思虑过多常为入睡困难原因,0,非谣言
RD-00143,train,艾叶泡脚治妇科病,1,谣言
RD-00144,train,果汁比水果更健康,1,谣言
RD-00145,train,戴镜早可避免视觉发育不良,0,非谣言
RD-00146,train,艾滋病是同性恋专属病,1,谣言
RD-00147,train,焦虑的人只是在找借口,1,谣言
RD-00148,train,疫苗让血液变稠,1,谣言
RD-00149,train,健身房与居家训练各有优势关键在方式,0,非谣言
RD-00150,train,失眠是心理疾病的前兆,1,谣言
RD-00151,train,过敏状态可能会随着年龄的变化而变化,0,非谣言
RD-00152,train,间歇性禁食并不适用于所有人需个体化选择,0,非谣言
RD-00153,train,米油不适合给宝宝当辅食。吃辣椒不刺激长痘。,0,非谣言
RD-00154,train,性生活越频繁男性越虚弱,1,谣言
RD-00155,train,开空调会得面瘫,1,谣言
RD-00156,train,癌症患者也可接种部分疫苗如流感疫苗,0,非谣言
RD-00157,train,疫苗接种前如患感冒建议延后接种,0,非谣言
RD-00158,train,睡眠环境中蓝光来源需控制,0,非谣言
RD-00159,train,处女膜结构因人而异不能判断性经验,0,非谣言
RD-00160,train,健康人群不建议盲目服用减肥药,0,非谣言
RD-00161,train,配镜合理不会加重近视发展,0,非谣言
RD-00162,train,青少年近视是假性过一阵就好了,1,谣言
RD-00163,train,少量多餐对部分人控制血糖更有利,0,非谣言
RD-00164,train,熬夜刷剧不影响身体,1,谣言
RD-00165,train,蓝光镜可减少部分蓝光刺激但非万能防护,0,非谣言
RD-00166,train,吃南瓜不能降血糖,0,非谣言
RD-00167,train,饭后百步走活到九十九,1,谣言
RD-00168,train,BMI不是评估肥胖的唯一标准应结合体脂率,0,非谣言
RD-00169,train,睡前跳绳可以加速瘦腿,1,谣言
RD-00170,train,用眼药水能预防近视,1,谣言
RD-00171,train,腰疼就要贴膏药,1,谣言
RD-00172,train,癌症患者应根据医生建议科学饮食,0,非谣言
RD-00173,train,长寿秘诀就是“肾好命就好”,1,谣言
RD-00174,train,眼部按摩有助放松但不能逆转近视,0,非谣言
RD-00175,train,需控制血脂、血压水平的人群：推荐饭前吃水果，可帮助维持身体代谢的稳定。,0,非谣言
RD-00176,train,吃猪蹄补胶原蛋白,1,谣言
RD-00177,train,不吃早餐会变笨,1,谣言
RD-00178,train,饮酒不等于增强性能力,0,非谣言
RD-00179,train,看电视远点就不会近视,1,谣言
RD-00180,train,大蒜虽含活性物质但不能治癌,0,非谣言
RD-00181,train,肿瘤治疗后生活质量管理同样重要,0,非谣言
RD-00182,train,食物不能用微波炉加热会致癌,1,谣言
RD-00183,train,心肌梗死可无典型症状早识别可救命,0,非谣言
RD-00184,train,避孕套会破坏阴道菌群,1,谣言
RD-00185,train,持续缺觉会导致胰岛素抵抗易胖体质,0,非谣言
RD-00186,train,橄榄油涂脸能抗衰老,1,谣言
RD-00187,train,感冒了不能洗头,1,谣言
RD-00188,train,不吃油就不会胖,1,谣言
RD-00189,train,合理饮食应有节制不追求极端,0,非谣言
RD-00190,train,心理疾病与智力水平无直接关联,0,非谣言
RD-00191,train,癌症病人忌一切甜食,1,谣言
RD-00192,train,合理使用电子产品结合休息可减少视力损伤,0,非谣言
RD-00193,train,蔬菜水冲奶粉隐患很大,0,非谣言
RD-00194,train,耳鸣说明要发财了,1,谣言
RD-00195,train,心理治疗过程需时间与耐心非立刻见效,0,非谣言
RD-00196,train,拍打身体能通经络活气血,1,谣言
RD-00197,train,喝绿豆汤能解一切毒,1,谣言
RD-00198,train,跳操就能代替任何训练,1,谣言
RD-00199,train,多拍打腋下可以清理淋巴毒素,1,谣言
RD-00200,train,推腹能促进排气但不等于治病,0,非谣言
RD-00201,train,营养标签能帮助判断食物成分与热量,0,非谣言
RD-00202,train,蜂蜜不能用热水冲,1,谣言
RD-00203,train,每餐少吃一口饭就能暴瘦,1,谣言
RD-00204,train,腹肌生长依赖刺激、营养与休息,0,非谣言
RD-00205,train,水果可以无限量吃不影响减肥,1,谣言
RD-00206,train,疫苗不能防传染只防重症,1,谣言
RD-00207,train,疫苗破坏大脑神经,1,谣言
RD-00208,train,杨梅里经常会出现白色的小虫子，有人担心吃了会危害健康。实际上，杨梅中的这种小虫子是果蝇的幼虫，不会危害健康，也不会在人体寄生，无毒无害。,0,非谣言
RD-00209,train,充足睡眠可增强免疫力与修复能力,0,非谣言
RD-00210,train,气虚等词为中医理论无法与现代病理直接对照,0,非谣言
RD-00211,train,维生素C吃多了不会中毒,1,谣言
RD-00212,train,晚上喝牛奶会发胖,1,谣言
RD-00213,train,癌症能通过亲密接触传染,1,谣言
RD-00214,train,感冒不分寒热现代治疗主要为对症处理,0,非谣言
RD-00215,train,传染病会改变一个人的性格,1,谣言
RD-00216,train,安眠药能长期服用没副作用,1,谣言
RD-00217,train,瘦身靠意志力就够了,1,谣言
RD-00218,train,适量脂肪是激素合成不可缺的成分,0,非谣言
RD-00219,train,天天洗头容易秃头,1,谣言
RD-00220,train,处女膜只能破一次,1,谣言
RD-00221,train,只要休息好视力就能恢复,1,谣言
RD-00222,train,洗头不能在晚上否则伤阳,1,谣言
RD-00223,train,发烧一定不能洗澡,1,谣言
RD-00224,train,穿内衣睡觉容易得乳腺癌,1,谣言
RD-00225,train,癌症化疗都是毁人身体的,1,谣言
RD-00226,train,隔夜茶毒性大不能喝,1,谣言
RD-00227,train,发烧期间不应喝水,1,谣言
RD-00228,train,揉后背可以治便秘,1,谣言
RD-00229,train,慢性病不是“湿气重”所致,0,非谣言
RD-00230,train,油脂摄入需选择不饱和脂肪为主,0,非谣言
RD-00231,train,节食不能更长寿。,0,非谣言
RD-00232,train,精液营养丰富可以美容,1,谣言
RD-00233,train,心理疾病说明你性格有缺陷,1,谣言
RD-00234,train,练得越累效果越好,1,谣言
RD-00235,train,调经需明确病因中药并非万能,0,非谣言
RD-00236,train,伤口不能沾水否则难愈合,1,谣言
RD-00237,train,红枣阿胶等补品并非人人适合,0,非谣言
RD-00238,train,体重维持需要长期健康的生活方式,0,非谣言
RD-00239,train,艾滋病通过体液传播而非接吻,0,非谣言
RD-00240,train,起夜次数增加可能与年龄、饮水有关,0,非谣言
RD-00241,train,新冠疫苗能彻底阻断病毒传播,1,谣言
RD-00242,train,有心理问题不能要孩子,1,谣言
RD-00243,train,喝蜂蜜水不解酒。,0,非谣言
RD-00244,train,摄入足量蛋白有助维持肌肉健康,0,非谣言
RD-00245,train,接触疫区人员需结合检测进行评估,0,非谣言
RD-00246,train,合理跑步方式并不会伤膝盖,0,非谣言
RD-00247,train,脱脂牛奶、低脂牛奶、全脂牛奶的主要区别是能量和脂肪含量的不同，蛋白质的含量和碳水化合物的含量是差不多的,0,非谣言
RD-00248,train,精液营养价值不足以外用美容,0,非谣言
RD-00249,train,心理治疗重在“共情”与“合作”而非控制,0,非谣言
RD-00250,train,疫苗让身体变得更弱,1,谣言
RD-00251,train,彩妆与卸妆不当可能诱发眼部疾病,0,非谣言
RD-00252,train,心理疾病是现代社会的“潮病”,1,谣言
RD-00253,train,每个人每天都长癌细胞只是没爆发,1,谣言
RD-00254,train,蜂蜜不能防治便秘对血糖波动敏感者不推荐,0,非谣言
RD-00255,train,灌洗无法阻止怀孕还可能导致感染,0,非谣言
RD-00256,train,熬夜睡前敷面膜能防止皮肤老化,1,谣言
RD-00257,train,心理咨询费用视地区和专业程度而定,0,非谣言
RD-00258,train,疫苗是政府控制人口的工具,1,谣言
RD-00259,train,心理咨询适合所有心理困扰者并不限严重者,0,非谣言
RD-00260,train,睡前刷手机不伤眼,1,谣言
RD-00261,train,阴天时运动不用防晒,1,谣言
RD-00262,train,电子产品护眼模式可缓解但不替代休息,0,非谣言
RD-00263,train,基础代谢率因年龄性别和肌肉量而异,0,非谣言
RD-00264,train,肚脐贴花椒能治腹泻,1,谣言
RD-00265,train,大声咳嗽，心肌梗塞10秒就能救回,1,谣言
RD-00266,train,疫苗研究需多年且投入巨大以确保安全,0,非谣言
RD-00267,train,喝中药不能同时吃西药,1,谣言
RD-00268,train,吃饭后吃一些特定食物能抵消热量吸走脂肪。,1,谣言
RD-00269,train,闭眼休息能缓解疲劳但需结合正确方法,0,非谣言
RD-00270,train,避孕措施不能防性病需安全套联合使用,0,非谣言
RD-00271,train,刷夜打游戏不影响视力,1,谣言
RD-00272,train,运动应配镜保障安全与视野,0,非谣言
RD-00273,train,疫苗有大量致敏成分,1,谣言
RD-00274,train,举铁会让人变笨,1,谣言
RD-00275,train,轻松运动也可促进健康,0,非谣言
RD-00276,train,烧水壶中有水垢，喝完水易得肾结石,1,谣言
RD-00277,train,膝盖响就是骨头磨损,1,谣言
RD-00278,train,饮食与生活方式可改善精子质量,0,非谣言
RD-00279,train,夏天不能喝冰水,1,谣言
RD-00280,train,蓝莓表面的白霜并不是农药残留，而是一种天然的保护层，称为果粉。,0,非谣言
RD-00281,train,房事后不洗澡就容易怀孕,1,谣言
RD-00282,train,肿瘤“饿死疗法”缺乏有效证据不推荐,0,非谣言
RD-00283,train,疫苗接种者容易过敏,1,谣言
RD-00284,train,只练核心就能提升全身力量,1,谣言
RD-00285,train,萝卜和人参不能同吃,1,谣言
RD-00286,train,"到了一定年龄均会出现老花眼。其中,近视者可能表现为看近需摘眼镜或更换低度数镜片,远视者则更早出现明显视近困难。",0,非谣言
RD-00287,train,睡觉前三四个小时内不宜剧烈运动,0,非谣言
RD-00288,train,眼睛干是因为水喝太少,1,谣言
RD-00289,train,每天跑步对膝盖伤害大,1,谣言
RD-00290,train,婴儿摇头是耳朵发炎,1,谣言
RD-00291,train,有氧与无氧常有交集可整合设计,0,非谣言
RD-00292,train,睡眠习惯可训练但需过程与耐心,0,非谣言
RD-00293,train,吃海鲜不能配啤酒,1,谣言
RD-00294,train,泡脚时水里加艾叶等于全身调理,1,谣言
RD-00295,train,国家免疫规划为儿童免费提供基础疫苗服务,0,非谣言
RD-00296,train,夜晚灯光昏暗保护视力,1,谣言
RD-00297,train,近距离阅读是近视的重要诱因,0,非谣言
RD-00298,train,不喝酒就不会得肝癌,1,谣言
RD-00299,train,节食减重通常优先减少肌肉和水分,0,非谣言
RD-00300,train,不吃油就一定更健康,1,谣言
RD-00301,train,“湿气重”并非现代医学术语,0,非谣言
RD-00302,train,小腿抽筋是中风前兆,1,谣言
RD-00303,train,用保鲜膜裹腹部睡觉能减肚子,1,谣言
RD-00304,train,糖尿病并非只因吃糖与胰岛素抵抗关系更大,0,非谣言
RD-00305,train,果核煮水根治糖尿病,1,谣言
RD-00306,train,男孩晚上磨牙是肾虚,1,谣言
RD-00307,train,精神分裂症的人都有暴力倾向,1,谣言
RD-00308,train,疫苗中辅料是保证药效和保存所需成分,0,非谣言
RD-00309,train,出汗越多身体越好,1,谣言
RD-00310,train,想要咳嗽或者打喷嚏，却捂住口鼻强忍住，会使得呼吸道的气流得不到缓解，而遭到阻碍的气流突然改变方向可能会伤害到耳道鼓膜、呼吸道、咽喉，严重时甚至可能导致鼓膜穿孔、听力丧失、头部血管损伤等严重后果,0,非谣言
RD-00311,train,感冒不能洗澡,1,谣言
RD-00312,train,拔罐能把体内湿气和毒素拔出来,1,谣言
RD-00313,train,中医“寒热”理论不等于病毒细菌划分,0,非谣言
RD-00314,train,速度和耐力需渐进训练并非越快越好,0,非谣言
RD-00315,train,西红柿和虾不能一块吃，会食物中毒,1,谣言
RD-00316,train,每天拍手养生,1,谣言
RD-00317,train,“肝郁气滞”类说法常用于解释情绪困扰,0,非谣言
RD-00318,train,“0蔗糖”就是无糖,1,谣言
RD-00319,train,吃降压药会依赖,1,谣言
RD-00320,train,艾滋病会通过蚊虫叮咬传播,1,谣言
RD-00321,train,只要每天少吃一口饭就能瘦,1,谣言
RD-00322,train,性行为定义因文化法律不同不局限方式,0,非谣言
RD-00323,train,HPV疫苗建议在性生活开始前接种效果更好,0,非谣言
RD-00324,train,艾灸宜点到为止不可天天施灸,0,非谣言
RD-00325,train,常吃红枣能补气养血治疗贫血,1,谣言
RD-00326,train,泡脚有助于放松但不能治病,0,非谣言
RD-00327,train,饭后散步需适度不宜立即剧烈运动,0,非谣言
RD-00328,train,长期憋尿会导致肾衰竭,1,谣言
RD-00329,train,吃紧急避孕药等于堕胎,1,谣言
RD-00330,train,小便黄是肝火旺,1,谣言
RD-00331,train,适当运动有助改善心理状态但非唯一手段,0,非谣言
RD-00332,train,抗病毒药物需在医生指导下使用,0,非谣言
RD-00333,train,出汗多反映体温调节而非脂肪燃烧,0,非谣言
RD-00334,train,只要消毒手就不会感染,1,谣言
RD-00335,train,体外排精是安全避孕方式,1,谣言
RD-00336,train,风油精能防新冠病毒,1,谣言
RD-00337,train,跑步机与户外跑各有优劣,0,非谣言
RD-00338,train,鸡蛋的营养和蛋壳颜色无关。。,0,非谣言
RD-00339,train,摄入足够膳食纤维有助于控制食欲和肠道健康,0,非谣言
RD-00340,train,肾虚非西医诊断用语可能涵盖多种病因,0,非谣言
RD-00341,train,卵巢早衰会导致断崖式衰老,1,谣言
RD-00342,train,中风前会全身发冷,1,谣言
RD-00343,train,高血脂患者不能吃肉,1,谣言
RD-00344,train,近视一旦发生无法控制加深,1,谣言
RD-00345,train,晨起称重更准确应排空后测量,0,非谣言
RD-00346,train,泡脚并不适合所有人，如儿童、脚部不适者、下肢静脉曲张患者、下肢动脉硬化或闭塞患者以及糖尿病足患者,0,非谣言
RD-00347,train,滴眼液可防辐射,1,谣言
RD-00348,train,豆浆不能和鸡蛋同食,1,谣言
RD-00349,train,治疗癌症需结合病理分期和个体差异,0,非谣言
RD-00350,train,健康饮食可增强免疫但不能防所有疾病,0,非谣言
RD-00351,train,头朝西睡觉对心脏不好,1,谣言
RD-00352,train,运动前不能喝水,1,谣言
RD-00353,train,身体在剧烈节食下会激活储存机制,0,非谣言
RD-00354,train,跑得越快越能提高耐力,1,谣言
RD-00355,train,贴足贴能排毒养颜,1,谣言
RD-00356,train,每次运动都要一个小时以上才有效果,1,谣言
RD-00357,train,中成药含药物成分需严格服用不可随意加量,0,非谣言
RD-00358,train,吃某种食物，吃的越多瘦的越快。,1,谣言
RD-00359,train,一热一冷锻炼法能增强体质,1,谣言
RD-00360,train,中药材越贵越补,1,谣言
RD-00361,train,窗边光线好但也需控制距离与时长,0,非谣言
RD-00362,train,多喝汤补水效果好于白开水,1,谣言
RD-00363,train,不动比睡觉更能恢复体力,1,谣言
RD-00364,train,不打疫苗也不会感染,1,谣言
RD-00365,train,接种疫苗等于被注射病毒,1,谣言
RD-00366,train,清淡饮食核心是避免油腻高糖高盐刺激性食物并不排斥适量的动物蛋白,0,非谣言
RD-00367,train,病毒会潜伏在衣服上很久,1,谣言
RD-00368,train,情绪病都需要吃镇定剂,1,谣言
RD-00369,train,运动后不应完全空腹避免代谢紊乱,0,非谣言
RD-00370,train,轻度睡眠障碍可通过改善生活方式逆转,0,非谣言
RD-00371,train,白天越累晚上睡得越好,1,谣言
RD-00372,train,体质调理需个性化不可千人一方,0,非谣言
RD-00373,train,喝醋熏屋子可以消毒,1,谣言
RD-00374,train,吸烟可以预防新冠病毒,1,谣言
RD-00375,train,疫苗引发心肌炎是常见副作用,1,谣言
RD-00376,train,戴眼镜的人眼球会变形,1,谣言
RD-00377,train,白内障通过手术可恢复视力非失明标志,0,非谣言
RD-00378,train,控制近视加深需多方面干预如户外、配镜等,0,非谣言
RD-00379,train,阴天也需要做好防晒,0,非谣言
RD-00380,train,运动前进食能提供能量提高表现,0,非谣言
RD-00381,train,性冷淡可通过心理咨询或内分泌调节改善,0,非谣言
RD-00382,train,心理健康需要社会政策支持与环境改善,0,非谣言
RD-00383,train,强光环境下看屏幕伤害较大,0,非谣言
RD-00384,train,止咳药治所有咳嗽,1,谣言
RD-00385,train,心理疾病会永久改变一个人的大脑,1,谣言
RD-00386,train,糖尿病人完全不能吃水果,1,谣言
RD-00387,train,中药无副作用,1,谣言
RD-00388,train,减肥并不等于追求体重下降更应关注体脂率,0,非谣言
RD-00389,train,生病期间应暂停或调整训练,0,非谣言
RD-00390,train,胆固醇升高不等于疾病需综合评估血脂,0,非谣言
RD-00391,train,心理问题可以暂时性出现不代表“有病”,0,非谣言
RD-00392,train,疫苗接种并不会影响未来的生育能力,0,非谣言
RD-00393,train,癌症能通过飞沫传播,1,谣言
RD-00394,train,补铁就必须吃猪肝,1,谣言
RD-00395,train,肚子大说明体内湿气重,1,谣言
RD-00396,train,生姜红糖适合寒性痛经对气滞热性无益,0,非谣言
RD-00397,train,艾滋病不通过空气或日常接触传播,0,非谣言
RD-00398,train,性病传播需体液交换共用马桶风险极低,0,非谣言
RD-00399,train,心理问题不是“想太多”而是功能受限,0,非谣言
RD-00400,train,火龙罐能驱除体内寒毒,1,谣言
RD-00401,train,皮肤晒伤涂芦荟,1,谣言
RD-00402,train,运动多了会伤肾,1,谣言
RD-00403,train,中医古方都非常安全无副作用,1,谣言
RD-00404,train,一日三餐必须定点定量,1,谣言
RD-00405,train,水果不能饭后吃,1,谣言
RD-00406,train,在医生建议下偶尔进行必要 CT 检查来帮助诊断和治疗，是不必过度担心辐射风险的,0,非谣言
RD-00407,train,看绿色和保护视力没有什么关系,0,非谣言
RD-00408,train,吃酱油不会让脸上长斑,0,非谣言
RD-00409,train,小便后冲洗能防止性传播疾病,1,谣言
RD-00410,train,无食物具备避孕效果需依赖正规手段,0,非谣言
RD-00411,train,孩子长大后近视自然会好,1,谣言
RD-00412,train,蛋白粉吃多了不会长脂肪,1,谣言
RD-00413,train,视力好坏只与遗传有关,1,谣言
RD-00414,train,不抽烟就永远不得肺癌,1,谣言
RD-00415,train,持续的睡眠障碍可能是心理疾病信号之一,0,非谣言
RD-00416,train,肾结石患者不必完全避免补钙,0,非谣言
RD-00417,train,适度摄入坚果对心血管有益,0,非谣言
RD-00418,train,抑郁症是富贵病,1,谣言
RD-00419,train,不戴眼镜可以训练视力恢复,1,谣言
RD-00420,train,慢病管理需长期坚持和规范随访,0,非谣言
RD-00421,train,失眠的人不能喝水,1,谣言
RD-00422,train,月经不规律可能有多种原因应医学检查,0,非谣言
RD-00423,train,积极心理学可增强心理韧性,0,非谣言
RD-00424,train,肿瘤“饿死疗法”比化疗有效,1,谣言
RD-00425,train,水果热量很低可以当正餐,1,谣言
RD-00426,train,打鼾可通过减重、侧睡等行为干预缓解,0,非谣言
RD-00427,train,高盐会增加骨质疏松的风险,0,非谣言
RD-00428,train,中医术语需辨证施治不可盲目套用,0,非谣言
RD-00429,train,每天早起跑步能治失眠,1,谣言
RD-00430,train,长时间戴口罩会中毒,1,谣言
RD-00431,train,全球卫生组织推荐疫苗以控制重大流行病,0,非谣言
